Boar Stud,Inventory,Target,Inventory to target,Average Inventory,Total Non-Genetic Removals,% Non-Genetic Removals,14 Day Rest,Batches,Incomplete Batches,Missing Scores,Day 0,Day 1,Day 2,Day 3,Day 4,Day 5,Total Boars in Stud,Treated Boars,Treatment Rate,actual,target,Missed Index,WeekCommencing,yrwk,Collections,Treatments,Lutalyse Usage,scores,% Missing Scores,% 14 Day Rest,TScore,RScore,PScore,LScorea,LScoreb,LScore,Total
MBW Cyclone,345,403,85.60794045,346.6923077,14,16.15265143,0,43,0,0,0,0,0,0,0,0,345,4.307692308,1.248606466,103.9841774,104.0194216,0.034468318,19562,202330,294,14,4.761904762,258,0,0,3,3,2,2,2,2,10
MBW Yuma,186,203,91.62561576,175.8461538,11,25.02187227,0,31,1,1,0,0,0,0,0,1,186,2.153846154,1.157981803,104.8607738,104.8607738,0,19562,202330,85,3,3.529411765,186,0.537634409,0,3,3,2,2,2,2,10
Skyline Boar Stud,219,200,109.5,192.3076923,7,14.56,0,10,0,0,0,0,0,0,0,0,219,0.615384615,0.280997541,108.5485024,108.588161,0.039658548,19562,202330,165,0,0,60,0,0,3,3,2,2,0,2,10
SPG9644,342,0,0,356.3076923,19,21.3298791,10,26,0,0,0,0,0,0,0,0,342,2.230769231,0.652271705,103.0297987,103.0631622,0.033363489,19562,202330,213,5,2.34741784,156,0,2.923976608,3,2,2,2,2,2,9
SPGNC,195,220,88.63636364,204.6923077,11,21.49567832,0,69,1,5,0,1,1,1,1,1,195,2.461538462,1.262327416,112.6799516,113.3512381,0.671286483,19562,202330,131,2,1.526717557,414,1.207729469,0,3,3,0,2,2,2,8
SPGVA,259,292,88.69863014,269.0769231,11,16.35220126,0,67,0,0,0,0,0,0,0,0,259,1,0.386100386,111.7708335,113.9186599,1.285174776,19562,202330,172,0,0,402,0,0,3,3,2,2,0,2,10
MB 7081,188,200,94,191,14,29.31937173,0,32,0,0,0,0,0,0,0,0,188,2.461538462,1.309328969,105.5937548,105.5985427,0.003314731,19562,202330,105,3,2.857142857,192,0,0,3,3,2,2,2,2,10
MB 7082,204,200,102,207.6923077,0,0,6,30,0,0,0,0,0,0,0,0,204,2,0.980392157,105.2434169,105.2434169,0,19562,202330,98,3,3.06122449,180,0,2.941176471,3,2,2,2,2,2,9
MB 7092,501,250,200.4,502.5384615,39,31.04240012,0,44,0,0,0,0,0,0,0,0,501,9.538461538,1.903884539,107.881261,107.9038523,0.0225913,19562,202330,385,8,2.077922078,264,0,0,3,3,2,2,2,2,10
MB 7093,484,450,107.5555556,458.5384615,22,19.19141084,7,48,0,0,0,0,0,0,0,0,484,0.692307692,0.143038779,105.3031447,105.3906566,0.087511889,19562,202330,264,9,3.409090909,288,0,1.446280992,3,3,2,2,2,2,10
MB 7094,484,450,107.5555556,478.7692308,26,21.72236504,0,31,0,0,0,0,0,0,0,0,484,4.846153846,1.001271456,107.0989479,107.6007759,0.501828003,19562,202330,280,8,2.857142857,186,0,0,3,3,2,2,2,2,10
MBW Cimarron,386,399,96.74185464,388.6923077,6,6.174549772,9,26,5,9,0,1,1,1,1,5,386,3.384615385,0.876843364,107.6953465,107.6953465,0,19562,202330,308,6,1.948051948,156,5.769230769,2.331606218,3,2,0,2,2,2,7
MBW Cyclone,345,403,85.60794045,346.6923077,14,16.15265143,0,43,0,0,0,0,0,0,0,0,345,4.307692308,1.248606466,103.9841774,104.0194216,0.034468318,19562,202330,294,14,4.761904762,258,0,0,3,3,2,2,2,2,10
MBW Yuma,186,203,91.62561576,175.8461538,11,25.02187227,0,31,0,0,0,0,0,0,0,0,186,2.153846154,1.157981803,104.8607738,104.8607738,0,19562,202330,85,3,3.529411765,186,0,0,3,3,2,2,2,2,10
Skyline Boar Stud,219,200,109.5,192.3076923,7,14.56,0,10,0,0,0,0,0,0,0,0,219,0.615384615,0.280997541,108.5485024,108.588161,0.039658548,19562,202330,165,0,0,60,0,0,3,3,2,2,0,2,10
SPG9644,342,0,0,356.3076923,19,21.3298791,10,26,0,0,0,0,0,0,0,0,342,2.230769231,0.652271705,103.0297987,103.0631622,0.033363489,19562,202330,213,5,2.34741784,156,0,2.923976608,3,2,2,2,2,2,9
SPGNC,195,220,88.63636364,204.6923077,11,21.49567832,0,69,1,5,0,1,1,1,1,1,195,2.461538462,1.262327416,112.6799516,113.3512381,0.671286483,19562,202330,131,2,1.526717557,414,1.207729469,0,3,3,0,2,2,2,8
SPGVA,259,292,88.69863014,269.0769231,10,14.865637510000001,0,67,0,0,0,0,0,0,0,0,259,1,0.386100386,111.7708335,113.9186599,1.285174776,19562,202330,172,0,0,402,0,0,3,3,2,2,0,2,10
MB 7081,188,200,94,191,12,25.13089005,4,33,0,0,0,0,0,0,0,0,188,2.615384615,1.391162029,105.4963195,105.4982542,0.063847377,19569,202331,78,2,2.564102564,198,0,2.127659574,3,2,2,2,2,2,9
MB 7082,205,200,102.5,210.6923077,0,0,0,29,0,0,0,0,0,0,0,0,205,2.076923077,1.013133208,105.8149642,105.8149642,0.048076923,19569,202331,89,3,3.370786517,174,0,0,3,3,2,2,2,2,10
MB 7092,499,250,199.6,505.2307692,42,33.25213155,0,45,0,0,0,0,0,0,0,0,499,9.230769231,1.849853553,107.191339,107.2274512,0.036112201,19569,202331,412,7,1.699029126,270,0,0,3,3,2,2,2,2,10
MB 7093,483,450,107.3333333,464.2307692,20,17.23280862,7,46,0,0,0,0,0,0,0,0,483,0.461538462,0.095556617,106.4663334,106.490155,0.023821541,19569,202331,390,0,0,276,0,1.449275362,3,3,2,2,0,0,8
MB 7094,481,450,106.8888889,479.8461538,28,23.34081436,0,32,0,0,0,0,0,0,0,0,481,5.076923077,1.055493363,107.3932255,107.6213724,0.228146903,19569,202331,375,0,0,192,0,0,3,3,2,2,0,0,8
MBW Cimarron,337,399,84.46115288,389.6923077,12,12.31741019,3,25,0,0,0,0,0,0,0,0,337,3.384615385,1.004336909,107.6023951,107.6023951,0,19569,202331,281,9,3.202846975,150,0,0.890207715,3,3,2,2,2,2,10
