Boar Stud,Inventory,Target,Inventory to target,boars,dist,actual,WeekCommencing,target,Missed Index,yrwk,Average Days Rest,Standard Deviation,Total Boars Culled,% Boars Culled in Bottom 25%,Total Boars,Boars Trained Within 14 Days,Percent Trained,% Boars Distributed,Average Inventory,rate,IScore,TScore,DScore,BScore,Total,wk,qt,yr,Month
MB 7081,194,200,97,117,103,126.0741748,4/26/1950,126.0753206,0.141654351,202018,7.191860465,0.963268694,111,38.73873874,79,76,96.20253165,88.03418803,0,0.572164948,1,1,3,3,8,18,2,2020,NA
MB 7082,182,200,91,97,81,0,4/26/1950,0,0,202018,7.182389937,0.604365405,78,41.02564103,79,79,100,83.50515464,0,0.428571429,2,3,3,3,11,18,2,2020,NA
MB 7092,459,450,102,459,408,125.8581538,4/26/1950,125.8695109,0.01135702,202018,7.419902913,1.639206974,57,54.38596491,189,188,99.47089947,88.88888889,0,0.124183007,3,3,3,3,12,18,2,2020,NA
MB 7093,424,450,94.22222222,424,345,125.9176337,4/26/1950,125.9195724,0.001938623,202018,7.608450704,2.189197056,33,54.54545455,100,100,100,81.36792453,0,0.077830189,3,3,3,3,12,18,2,2020,NA
MB 7094,358,450,79.55555556,358,332,125.9636672,4/26/1950,125.9926723,0.029005122,202018,6.740740741,2.54223582,35,45.71428571,99,89,89.8989899,92.73743017,0,0.097765363,2,3,3,2,10,18,2,2020,NA
MBW Cimarron,104,200,52,70,69,125.7440568,4/26/1950,125.7440568,0,202018,7.25,3.192071489,68,50,40,37,92.5,98.57142857,0,0.653846154,3,3,3,3,12,18,2,2020,NA
MBW Cyclone,242,200,121,208,203,125.4239277,4/26/1950,125.4239277,0.004540421,202018,7.037344398,0.967522395,55,32.72727273,98,96,97.95918367,97.59615385,0,0.227272727,1,3,3,3,10,18,2,2020,NA
MBW Yuma,131,145,90.34482759,109,66,126.3399492,4/26/1950,126.3399492,0,202018,7.038461538,1.552211956,30,60,49,47,95.91836735,60.55045872,0,0.229007634,3,3,3,3,12,18,2,2020,NA
Norson,267,200,133.5,109,71,0,4/26/1950,0,0,202018,9.843971631,2.638407766,75,16,0,0,0,65.13761468,0,0.280898876,0,3,1,3,7,18,2,2020,NA
Prestage MS,228,0,0,125,114,125.3816033,4/26/1950,125.4181957,1.047068457,202018,7.817142857,1.60485716,70,50,59,50,84.74576271,91.2,0,0.307017544,3,0,3,2,8,18,2,2020,NA
Princeton,320,435,73.56321839,283,221,125.9799112,4/26/1950,125.9885094,0.007723814,202018,6.951768489,0.78345086,123,33.33333333,0,0,0,78.09187279,0,0.384375,1,3,3,3,10,18,2,2020,NA
SPGTX,134,150,89.33333333,29,17,0,4/26/1950,0,0,202018,7.552,1.603705387,83,55.42168675,134,131,97.76119403,58.62068966,0,0.619402985,3,3,3,3,12,18,2,2020,NA
SPGVA,230,292,78.76712329,90,47,244.5825164,4/26/1950,244.5825164,0.001483723,202018,7.961352657,2.388982419,146,64.38356164,138,132,95.65217391,52.22222222,0,0.634782609,3,3,3,3,12,18,2,2020,NA
SPGNC,206,220,93.63636364,98,59,245.5829566,5/3/1950,245.5829566,0.003430492,202019,7.395061728,1.763529862,99,65.65656566,122,117,95.90163934,60.20408163,0,0.480582524,3,3,3,3,12,19,2,2020,NA
Clinton,248,0,0,197,169,125.6354188,5/3/1950,125.9079947,0.341052862,202019,7.8125,1.970418308,29,34.48275862,109,90,82.56880734,85.78680203,0,0.116935484,1,0,3,2,6,19,2,2020,NA
GCM23-4,261,0,0,200,145,126.0647503,5/3/1950,126.5132736,0.42487202,202019,7.424603175,2.173333002,0,0,294,138,46.93877551,72.5,0,0,3,0,3,0,6,19,2,2020,NA
High Desert,183,150,122,135,135,125.4340346,5/3/1950,125.4340346,0,202019,7.034682081,1.6943680780000001,58,46.55172414,46,42,91.30434783,100,0,0.316939891,2,3,3,3,11,19,2,2020,NA
Ingold,163,0,0,130,73,126.2213185,5/3/1950,126.9640471,0.742728601,202019,10.37755102,4.482532665,83,60.24096386,94,84,89.36170213,56.15384615,0,0.509202454,3,0,0,2,5,19,2,2020,NA
MB 7081,194,200,97,117,100,126.210046,5/3/1950,126.210046,0,202019,7.410810811,1.049788743,87,36.7816092,79,76,96.20253165,85.47008547,0,0.448453608,1,3,3,3,10,19,2,2020,NA
MB 7082,182,200,91,97,84,126.6477444,5/3/1950,126.6870143,0.023998288,202019,7.147058824,0.933668496,78,41.02564103,99,98,98.98989899,86.59793814,0,0.428571429,2,3,3,3,11,19,2,2020,NA
MB 7092,455,450,101.1111111,455,414,125.8335498,5/3/1950,125.8351923,0.00164249,202019,7.392857143,1.746581094,57,54.38596491,144,144,100,90.98901099,0,0.125274725,3,3,3,3,12,19,2,2020,NA
MB 7093,424,450,94.22222222,424,316,126.0065966,5/3/1950,126.0079511,0.001354535,202019,7.894179894,1.794308121,33,54.54545455,100,100,100,74.52830189,0,0.077830189,3,3,3,3,12,19,2,2020,NA
MB 7094,354,450,78.66666667,354,303,126.0708794,5/3/1950,126.0924242,0.021544791,202019,8.170807453,2.572079652,35,45.71428571,99,89,89.8989899,85.59322034,0,0.098870056,2,3,2,2,9,19,2,2020,NA
MBW Cimarron,104,200,52,70,69,125.7418384,5/3/1950,125.7418384,0,202019,6.126213592,1.588436225,67,50.74626866,40,37,92.5,98.57142857,0,0.644230769,3,3,3,3,12,19,2,2020,NA
MBW Cyclone,242,200,121,208,207,125.3260895,5/3/1950,125.3514607,0.024202,202019,6.953974895,0.693589264,46,39.13043478,98,96,97.95918367,99.51923077,0,0.190082645,1,3,3,3,10,19,2,2020,NA
MBW Yuma,131,145,90.34482759,109,70,126.269751,5/3/1950,126.269751,0,202019,6.916030534,0.976951049,30,60,49,47,95.91836735,64.22018349,0,0.229007634,3,3,3,3,12,19,2,2020,NA
Norson,267,200,133.5,109,36,124.8969807,5/3/1950,126.2827384,1.385757663,202019,9.976744186,1.234055283,75,16,0,0,0,33.02752294,0,0.280898876,0,0,1,3,4,19,2,2020,NA
Prestage MS,228,0,0,125,102,125.5994194,5/3/1950,125.6420196,0.421503119,202019,7.718562874,1.488454473,50,42,59,50,84.74576271,81.6,0,0.219298246,2,0,3,2,7,19,2,2020,NA
Princeton,318,435,73.10344828,281,215,125.9659187,5/3/1950,125.9801122,0.01262985,202019,7.240924092,0.933930917,119,34.45378151,0,0,0,76.51245552,0,0.374213836,1,3,3,3,10,19,2,2020,NA
Skyline Boar Stud,130,250,52,130,112,126.1356814,5/3/1950,126.3609436,0.225262136,202019,7.541666667,1.359039659,203,26.10837438,138,0,0,86.15384615,0,1.561538462,0,0,3,0,3,19,2,2020,NA
SPGTX,133,150,88.66666667,29,12,0,5/3/1950,0,0,202019,7.512396694,1.597475626,83,55.42168675,134,131,97.76119403,41.37931034,0,0.62406015,3,3,3,3,12,19,2,2020,NA
SPGVA,228,292,78.08219178,89,42,244.7297819,5/3/1950,244.7297819,0,202019,7.193877551,1.8737493649999999,116,68.96551724,110,105,95.45454545,47.19101124,0,0.50877193,3,3,3,3,12,19,2,2020,NA
SPGNC,206,220,93.63636364,98,51,245.4017299,5/10/1950,245.4017299,0,202020,8.15060241,2.385861054,119,54.62184874,97,93,95.87628866,52.04081633,0,0.577669903,3,3,2,3,11,20,2,2020,NA
Clinton,248,0,0,197,172,125.4351319,5/10/1950,125.8567068,0.441645673,202020,7.429268293,1.973133755,29,34.48275862,109,90,82.56880734,87.30964467,0,0.116935484,1,0,3,2,6,20,2,2020,NA
GCM23-4,261,0,0,200,155,126.1631141,5/10/1950,126.4485692,0.241778918,202020,7.793103448,1.825710691,0,0,294,138,46.93877551,77.5,0,0,3,0,3,0,6,20,2,2020,NA
High Desert,183,150,122,135,135,125.4424774,5/10/1950,125.4424774,0,202020,7.84,2.449708927,68,47.05882353,46,42,91.30434783,100,0,0.371584699,2,3,3,3,11,20,2,2020,NA
Ingold,162,0,0,129,87,126.3080368,5/10/1950,126.8050177,0.496980889,202020,10.72566372,3.148831381,83,60.24096386,94,84,89.36170213,67.44186047,0,0.512345679,3,0,0,2,5,20,2,2020,NA
MB 7081,174,200,87,103,76,126.3655851,5/10/1950,126.3766737,0.060668697,202020,7.094890511,1.063313437,87,36.7816092,79,76,96.20253165,73.78640777,0,0.5,1,2,3,3,9,20,2,2020,NA
MB 7082,182,200,91,97,81,126.7034362,5/10/1950,126.7322934,0.01708346,202020,6.82183908,1.63678278,99,32.32323232,79,78,98.73417722,83.50515464,0,0.543956044,1,3,3,3,10,20,2,2020,NA
MB 7092,421,450,93.55555556,421,388,125.8784665,5/10/1950,125.8831307,0.004664225,202020,7.19201995,1.367675458,57,54.38596491,144,144,100,92.16152019,0,0.135391924,3,3,3,3,12,20,2,2020,NA
MB 7093,422,450,93.77777778,422,369,125.7155378,5/10/1950,125.7190935,0.003555688,202020,6.907821229,1.868175236,33,54.54545455,100,100,100,87.44075829,0,0.078199052,3,3,3,3,12,20,2,2020,NA
MB 7094,349,450,77.55555556,349,300,126.0250943,5/10/1950,126.071407,0.046312716,202020,6.990033223,1.992460873,54,29.62962963,99,89,89.8989899,85.95988539,0,0.154727794,0,3,3,2,8,20,2,2020,NA
MBW Cimarron,104,200,52,70,69,125.7422497,5/10/1950,125.7422497,0,202020,6.27184466,2.000951611,67,50.74626866,40,37,92.5,98.57142857,0,0.644230769,3,3,3,3,12,20,2,2020,NA
MBW Cyclone,282,200,141,208,208,125.3367474,5/10/1950,125.3367474,0,202020,6.041841004,1.19097021,48,39.58333333,98,96,97.95918367,100,0,0.170212766,1,3,3,3,10,20,2,2020,NA
MBW Yuma,130,145,89.65517241,108,59,126.4564845,5/10/1950,126.4564845,0,202020,7.37254902,1.116231005,32,56.25,49,47,95.91836735,54.62962963,0,0.246153846,3,3,3,3,12,20,2,2020,NA
Norson,267,200,133.5,109,64,124.9432039,5/10/1950,125.8684812,0.925277304,202020,12.84090909,6.149353255,78,16.66666667,0,0,0,58.71559633,0,0.292134831,0,0,0,3,3,20,2,2020,NA
Prestage MS,228,0,0,125,95,125.6910948,5/10/1950,125.7944152,0.655077453,202020,8.596273292,3.11323562,50,42,59,50,84.74576271,76,0,0.219298246,2,0,2,2,6,20,2,2020,NA
Princeton,315,435,72.4137931,278,218,125.9065897,5/10/1950,125.9270552,0.018266731,202020,7.044217687,0.886811157,119,34.45378151,0,0,0,78.41726619,0,0.377777778,1,3,3,3,10,20,2,2020,NA
Skyline Boar Stud,129,250,51.6,129,121,126.1616911,5/10/1950,126.2611791,0.099488003,202020,6.361344538,1.233233949,203,26.10837438,138,0,0,93.79844961,0,1.573643411,0,2,3,3,8,20,2,2020,NA
SPGTX,173,150,115.3333333,29,13,0,5/10/1950,0,0,202020,7.949152542,2.095365083,85,54.11764706,134,131,97.76119403,44.82758621,0,0.49132948,3,3,3,3,12,20,2,2020,NA
SPGVA,228,292,78.08219178,89,42,244.7084372,5/10/1950,244.7084372,0,202020,6.937142857,1.91831549,116,68.96551724,110,105,95.45454545,47.19101124,0,0.50877193,3,3,3,3,12,20,2,2020,NA
SPGNC,205,220,93.18181818,97,55,244.2124396,5/17/1950,244.2124396,0,202021,8.27027027,2.788258072,98,54.08163265,97,93,95.87628866,56.70103093,0,0.47804878,3,3,2,3,11,21,2,2020,NA
Clinton,248,0,0,197,165,125.6577224,5/17/1950,125.9257917,0.327913351,202021,7.524509804,1.946168968,29,34.48275862,77,65,84.41558442,83.75634518,0,0.116935484,1,0,3,2,6,21,2,2020,NA
GCM23-4,259,0,0,199,175,126.2847005,5/17/1950,126.2977737,0.02046869,202021,8.241666667,2.688876306,0,0,294,138,46.93877551,87.93969849,0,0,3,3,2,0,8,21,2,2020,NA
High Desert,183,150,122,135,96,126.0133275,5/17/1950,126.0319649,0.015162655,202021,7.149068323,1.831021505,67,46.26865672,46,42,91.30434783,71.11111111,0,0.366120219,2,3,3,3,11,21,2,2020,NA
Ingold,162,0,0,129,76,126.241724,5/17/1950,126.9094303,0.667706349,202021,10.00980392,2.070514826,53,54.71698113,62,55,88.70967742,58.91472868,0,0.327160494,3,0,0,2,5,21,2,2020,NA
MB 7081,193,200,96.5,102,80,126.2311996,5/17/1950,126.2311996,0,202021,7.738372093,1.652973122,107,30.8411215,79,76,96.20253165,78.43137255,0,0.554404145,1,3,3,3,10,21,2,2020,NA
MB 7082,182,200,91,97,77,126.7287857,5/17/1950,126.7582516,0.018827932,202021,7.101190476,0.554133957,80,28.75,79,78,98.73417722,79.3814433,0,0.43956044,0,3,3,3,9,21,2,2020,NA
MB 7092,416,450,92.44444444,416,384,125.9298149,5/17/1950,125.9322943,0.002479359,202021,7.367346939,1.516408161,57,54.38596491,144,144,100,92.30769231,0,0.137019231,3,3,3,3,12,21,2,2020,NA
MB 7093,422,450,93.77777778,422,364,125.770133,5/17/1950,125.7755163,0.005383312,202021,7.602666667,2.134386995,33,54.54545455,100,100,100,86.25592417,0,0.078199052,3,3,3,3,12,21,2,2020,NA
MB 7094,348,450,77.33333333,348,313,125.9528017,5/17/1950,125.9790774,0.02627578,202021,7.728434505,3.277700948,54,29.62962963,99,89,89.8989899,89.94252874,0,0.155172414,0,3,3,2,8,21,2,2020,NA
MBW Cimarron,104,200,52,70,69,125.7344984,5/17/1950,125.7344984,0,202021,5.621359223,1.553721054,64,53.125,0,0,0,98.57142857,0,0.615384615,3,3,2,3,11,21,2,2020,NA
MBW Cyclone,282,200,141,248,232,125.5413051,5/17/1950,125.7650754,0.214523519,202021,6.946153846,0.977045728,48,39.58333333,138,134,97.10144928,93.5483871,0,0.170212766,1,0,3,3,7,21,2,2020,NA
MBW Yuma,129,145,88.96551724,107,73,126.2409506,5/17/1950,126.2409506,0,202021,6.551181102,1.295343684,32,56.25,49,47,95.91836735,68.22429907,0,0.248062016,3,3,3,3,12,21,2,2020,NA
Norson,265,200,132.5,108,65,124.9175047,5/17/1950,125.8203056,0.902800938,202021,9.567251462,2.743952289,79,16.4556962,0,0,0,60.18518519,0,0.298113208,0,0,1,3,4,21,2,2020,NA
Prestage MS,228,0,0,125,92,125.5346901,5/17/1950,125.7529537,0.746061754,202021,8.272108844,1.645074937,30,23.33333333,59,50,84.74576271,73.6,0,0.131578947,0,0,2,2,4,21,2,2020,NA
Princeton,311,435,71.49425287,275,214,125.9428907,5/17/1950,125.9548119,0.010677291,202021,6.907216495,0.918196969,120,33.33333333,0,0,0,77.81818182,0,0.38585209,1,3,3,3,10,21,2,2020,NA
Skyline Boar Stud,129,250,51.6,129,119,126.14529,5/17/1950,126.2832323,0.137942249,202021,5.591666667,1.212649252,198,25.75757576,138,0,0,92.24806202,0,1.534883721,0,1,2,3,6,21,2,2020,NA
SPGTX,172,150,114.6666667,35,12,0,5/17/1950,0,0,202021,7.896296296,2.778580315,82,52.43902439,130,113,86.92307692,34.28571429,0,0.476744186,3,3,3,2,11,21,2,2020,NA
SPGVA,228,292,78.08219178,79,43,244.4011912,5/17/1950,244.4011912,0,202021,6.952095808,1.999422758,145,67.5862069,110,105,95.45454545,54.43037975,0,0.635964912,3,3,3,3,12,21,2,2020,NA
SPGNC,204,220,92.72727273,97,53,243.9488755,5/24/1950,243.9488755,0,202022,7.491803279,1.699608399,98,54.08163265,97,93,95.87628866,54.63917526,0,0.480392157,3,3,3,3,12,22,2,2020,NA
Clinton,248,0,0,197,167,125.5029898,5/24/1950,125.9100102,0.466640523,202022,7.316582915,1.998806811,29,34.48275862,77,65,84.41558442,84.7715736,0,0.116935484,1,0,3,2,6,22,2,2020,NA
GCM23-4,257,0,0,197,179,126.1374642,5/24/1950,126.236717,0.163513311,202022,7.293617021,2.306383214,0,0,294,138,46.93877551,90.86294416,0,0,3,0,3,0,6,22,2,2020,NA
High Desert,183,150,122,135,114,125.8341759,5/24/1950,125.8352349,9.23e-4,202022,7.71875,2.095733537,56,44.64285714,46,42,91.30434783,84.44444444,0,0.306010929,2,3,3,3,11,22,2,2020,NA
Ingold,160,0,0,128,69,126.1058078,5/24/1950,127.0181402,0.91233237,202022,10.09375,2.603957009,53,54.71698113,62,55,88.70967742,53.90625,0,0.33125,3,0,0,2,5,22,2,2020,NA
MB 7081,193,200,96.5,113,93,126.4123177,5/24/1950,126.4288225,0.01071579,202022,7.508196721,1.459598215,107,30.8411215,99,96,96.96969697,82.30088496,0,0.554404145,1,3,3,3,10,22,2,2020,NA
MB 7082,177,200,88.5,86,73,126.7468777,5/24/1950,126.7468777,0,202022,6.935672515,1.000859624,80,28.75,79,78,98.73417722,84.88372093,0,0.451977401,0,3,3,3,9,22,2,2020,NA
MB 7092,413,450,91.77777778,413,371,125.9094955,5/24/1950,125.9139624,0.004466957,202022,7.506393862,1.458603139,57,54.38596491,144,144,100,89.83050847,0,0.138014528,3,3,3,3,12,22,2,2020,NA
MB 7093,421,450,93.55555556,421,344,125.8408534,5/24/1950,125.8412272,3.74e-4,202022,8.258666667,3.378885893,33,54.54545455,50,50,100,81.71021378,0,0.078384798,3,3,2,3,11,22,2,2020,NA
MB 7094,386,450,85.77777778,386,309,125.8573024,5/24/1950,126.2499355,0.392633076,202022,8.135646688,3.167860353,35,20,99,89,89.8989899,80.05181347,0,0.090673575,0,0,2,2,4,22,2,2020,NA
MBW Cimarron,138,200,69,68,67,125.705874,5/24/1950,125.705874,0,202022,5.89,1.582064883,64,53.125,0,0,0,98.52941176,0,0.463768116,3,3,2,3,11,22,2,2020,NA
MBW Cyclone,262,200,131,229,201,126.0008322,5/24/1950,126.0393665,0.037052291,202022,7.337209302,0.977694403,68,48.52941176,102,98,96.07843137,87.77292576,0,0.259541985,2,3,3,3,11,22,2,2020,NA
MBW Yuma,129,145,88.96551724,107,81,126.1887178,5/24/1950,126.1887178,0,202022,7.53125,1.128984632,32,56.25,28,26,92.85714286,75.70093458,0,0.248062016,3,3,3,3,12,22,2,2020,NA
Norson,264,200,132,95,70,124.9104766,5/24/1950,125.6334233,1.336291443,202022,9.910614525,6.169228564,113,15.92920354,0,0,0,73.68421053,0,0.428030303,0,0,1,3,4,22,2,2020,NA
Prestage MS,227,0,0,124,85,125.5150884,5/24/1950,125.8935426,0.920431665,202022,8.826086957,1.39818988,30,23.33333333,59,50,84.74576271,68.5483871,0,0.13215859,0,0,2,2,4,22,2,2020,NA
Princeton,309,435,71.03448276,273,229,125.7976204,5/24/1950,125.8080814,0.017231052,202022,6.712230216,0.913157764,119,33.61344538,0,0,0,83.88278388,0,0.385113269,1,3,3,3,10,22,2,2020,NA
Skyline Boar Stud,128,250,51.2,128,121,126.1669221,5/24/1950,126.2726475,0.105725388,202022,7.396694215,1.557130581,0,0,138,0,0,94.53125,0,0,3,1,3,3,10,22,2,2020,NA
SPGTX,172,150,114.6666667,35,13,0,5/24/1950,0,0,202022,7.414814815,1.913756894,79,51.89873418,130,113,86.92307692,37.14285714,0,0.459302326,3,3,3,2,11,22,2,2020,NA
SPGVA,228,292,78.08219178,96,53,243.2141015,5/24/1950,243.2141015,6.03e-5,202022,7.06779661,2.201738002,144,67.36111111,139,134,96.4028777,55.20833333,0,0.631578947,3,3,3,3,12,22,2,2020,NA
SPGNC,210,220,95.45454545,86,48,244.4811911,5/31/1950,244.4811911,0.014192862,202023,7.38028169,2.741155718,116,55.17241379,97,93,95.87628866,55.81395349,0,0.552380952,3,3,3,3,12,23,2,2020,NA
Clinton,250,0,0,173,152,125.4706851,5/31/1950,125.9317141,0.461439207,202023,7.508196721,1.991379367,54,42.59259259,77,65,84.41558442,87.86127168,0,0.216,2,0,3,2,7,23,2,2020,NA
GCM23-4,257,0,0,197,148,126.3622076,5/31/1950,126.4477064,0.071896677,202023,7.887755102,2.019812904,0,0,294,138,46.93877551,75.12690355,0,0,3,2,3,0,8,23,2,2020,NA
High Desert,223,150,148.6666667,161,124,126.0894508,5/31/1950,126.1210675,0.136807794,202023,7.34351145,1.859573948,56,44.64285714,87,80,91.95402299,77.01863354,0,0.251121076,2,1,3,3,9,23,2,2020,NA
Ingold,159,0,0,127,77,126.4481573,5/31/1950,126.9238815,0.475724191,202023,10.09803922,2.819696648,53,54.71698113,62,55,88.70967742,60.62992126,0,0.333333333,3,0,0,2,5,23,2,2020,NA
MB 7081,192,200,96,112,89,126.3567335,5/31/1950,126.3567335,0.045826211,202023,7.012345679,1.41415934,107,30.8411215,79,76,96.20253165,79.46428571,0,0.557291667,1,3,3,3,10,23,2,2020,NA
MB 7082,177,200,88.5,96,86,126.7298308,5/31/1950,126.7298308,0,202023,7.136363636,1.054515233,102,33.33333333,79,78,98.73417722,89.58333333,0,0.576271186,1,3,3,3,10,23,2,2020,NA
MB 7092,449,450,99.77777778,449,372,126.1698324,5/31/1950,126.1940713,0.024238866,202023,7.448275862,1.360273076,57,54.38596491,144,144,100,82.85077951,0,0.126948775,3,3,3,3,12,23,2,2020,NA
MB 7093,420,450,93.33333333,420,332,125.9023306,5/31/1950,125.9168738,0.014543169,202023,7.701846966,2.029744887,33,54.54545455,50,50,100,79.04761905,0,0.078571429,3,3,3,3,12,23,2,2020,NA
MB 7094,385,450,85.55555556,385,308,126.0438294,5/31/1950,126.2559856,0.212156194,202023,7.660839161,1.391832565,35,20,139,122,87.76978417,80,0,0.090909091,0,0,3,2,5,23,2,2020,NA
MBW Cimarron,138,200,69,97,95,126.1186937,5/31/1950,126.1186937,0,202023,6.344,1.586759733,63,53.96825397,36,36,100,97.93814433,0,0.456521739,3,3,3,3,12,23,2,2020,NA
MBW Cyclone,262,200,131,229,209,125.8694221,5/31/1950,125.9439403,0.071770926,202023,6.770833333,1.34506044,68,48.52941176,102,98,96.07843137,91.26637555,0,0.259541985,2,2,3,3,10,23,2,2020,NA
MBW Yuma,125,145,86.20689655,103,80,126.1827607,5/31/1950,126.1836949,9.34e-4,202023,6.806451613,1.894267859,34,52.94117647,28,26,92.85714286,77.66990291,0,0.272,3,3,3,3,12,23,2,2020,NA
Norson,264,200,132,95,55,124.6404644,5/31/1950,125.8664418,1.225977441,202023,9.768211921,2.496514126,114,15.78947368,0,0,0,57.89473684,0,0.431818182,0,0,1,3,4,23,2,2020,NA
Prestage MS,206,0,0,112,92,125.4646042,5/31/1950,125.6507094,0.822328733,202023,8.822368421,2.586521287,50,28,59,50,84.74576271,82.14285714,0,0.242718447,0,0,2,2,4,23,2,2020,NA
Princeton,300,435,68.96551724,267,234,125.7538149,5/31/1950,125.7538642,4.45e-5,202023,7.120155039,0.652070017,123,34.95934959,0,0,0,87.64044944,0,0.41,1,3,3,3,10,23,2,2020,NA
Skyline Boar Stud,127,250,50.8,127,113,126.1878328,5/31/1950,126.3639402,0.1761074,202023,7.254716981,0.731095991,0,0,138,0,0,88.97637795,0,0,3,0,3,3,9,23,2,2020,NA
SPGTX,170,150,113.3333333,34,12,0,5/31/1950,0,0,202023,8.06918239,2.575737566,79,49.36708861,130,113,86.92307692,35.29411765,0,0.464705882,2,3,2,2,9,23,2,2020,NA
SPGVA,227,292,77.73972603,95,41,244.2218406,5/31/1950,244.2218406,0.013919586,202023,7.551724138,2.035855592,144,67.36111111,139,134,96.4028777,43.15789474,0,0.634361233,3,3,3,3,12,23,2,2020,NA
SPGNC,210,220,95.45454545,98,59,244.114151,6/7/1950,244.1309883,0.01450035,202024,7.718232044,2.490682452,116,55.17241379,123,118,95.93495935,60.20408163,0,0.552380952,3,3,3,3,12,24,2,2020,NA
Clinton,250,0,0,195,151,125.7569939,6/7/1950,126.3112949,0.86052236,202024,7.802469136,2.57758977,54,42.59259259,109,88,80.73394495,77.43589744,0,0.216,2,0,3,2,7,24,2,2020,NA
GCM23-4,257,0,0,197,135,126.5749044,6/7/1950,126.5749432,0.091195248,202024,9.768518519,3.282388471,0,0,294,138,46.93877551,68.52791878,0,0,3,2,1,0,6,24,2,2020,NA
High Desert,223,150,148.6666667,161,150,125.5963492,6/7/1950,125.6192491,0.071530858,202024,9.066666667,3.200863705,56,44.64285714,87,80,91.95402299,93.16770186,0,0.251121076,2,2,1,3,8,24,2,2020,NA
Ingold,157,0,0,125,73,126.2496992,6/7/1950,126.9338106,0.684111374,202024,10.35051546,3.406615002,52,55.76923077,62,55,88.70967742,58.4,0,0.331210191,3,0,0,2,5,24,2,2020,NA
MB 7081,191,200,95.5,111,98,126.2850885,6/7/1950,126.2977528,0.090922058,202024,7.20212766,1.263047729,87,29.88505747,79,76,96.20253165,88.28828829,0,0.455497382,0,2,3,3,8,24,2,2020,NA
MB 7082,177,200,88.5,96,83,126.8181683,6/7/1950,126.8181683,0,202024,7.23030303,1.079883928,102,33.33333333,96,95,98.95833333,86.45833333,0,0.576271186,1,3,3,3,10,24,2,2020,NA
MB 7092,448,450,99.55555556,448,362,126.2152902,6/7/1950,126.224341,0.009050861,202024,7.892944039,1.63594497,57,54.38596491,184,181,98.36956522,80.80357143,0,0.127232143,3,3,3,3,12,24,2,2020,NA
MB 7093,416,450,92.44444444,416,335,125.8681239,6/7/1950,125.869192,0.001068112,202024,7.362359551,1.96895312,33,54.54545455,50,50,100,80.52884615,0,0.079326923,3,3,3,3,12,24,2,2020,NA
MB 7094,385,450,85.55555556,385,321,126.1682176,6/7/1950,126.1764848,0.008267167,202024,7.843076923,2.022250399,35,20,100,83,83,83.37662338,0,0.090909091,0,3,3,2,8,24,2,2020,NA
MBW Cimarron,137,200,68.5,96,93,126.05631,6/7/1950,126.0885482,0.026070886,202024,7.053030303,1.343996512,63,53.96825397,36,36,100,96.875,0,0.459854015,3,3,3,3,12,24,2,2020,NA
MBW Cyclone,260,200,130,228,228,125.7147192,6/7/1950,125.7147192,0,202024,6.817120623,2.000395146,69,49.27536232,102,98,96.07843137,100,0,0.265384615,2,3,3,3,11,24,2,2020,NA
MBW Yuma,122,145,84.13793103,102,58,126.378579,6/7/1950,126.378579,0,202024,7.37398374,1.169267488,36,55.55555556,28,26,92.85714286,56.8627451,0,0.295081967,3,3,3,3,12,24,2,2020,NA
