Boar Stud,Yearweek,Sample Leaked,Form Incorrect,Tube Missing,Number Incorrect,Sample ID incorrect,Sample Quality,Total,Submissions
Robersonville,202132,0,0,0,0,0,0,0,6
Cimarron,202132,0,0,0,0,0,0,0,4
Cyclone,202132,0,0,0,0,0,0,0,4
High Desert,202132,0,0,0,0,0,0,0,3
Princeton,202132,0,0,0,0,0,0,0,4
Skyline,202132,0,0,0,0,0,0,0,3
Yuma,202132,0,0,0,0,0,0,0,3
SPG NC,202131,0,0,0,0,0,0,0,3
SPG VA,202131,0,0,0,0,0,0,0,4
SPG TX,202131,0,0,0,0,0,0,0,3
Deercroft,202131,0,0,0,0,0,0,0,3
Laurel Hill,202131,0,0,0,0,0,0,0,3
Askin,202131,0,0,0,0,0,0,0,6
Williamston,202131,0,0,0,0,0,0,0,6
Robersonville,202131,0,0,1,0,0,0,1,6
Cimarron,202131,0,0,0,0,0,0,0,4
Cyclone,202131,0,0,0,0,0,0,0,4
High Desert,202131,0,0,0,0,0,0,0,3
Princeton,202131,0,0,0,0,0,0,0,4
Skyline,202131,0,0,0,0,0,0,0,3
Yuma,202131,1,0,0,0,0,0,1,3
SPG NC,202130,0,0,0,0,0,0,0,3
SPG VA,202130,0,0,0,0,0,0,0,4
SPG TX,202130,0,0,0,0,0,0,0,3
Deercroft,202130,0,0,0,0,0,0,0,3
Laurel Hill,202130,0,0,0,0,0,0,0,3
Askin,202130,0,0,0,0,0,0,0,6
Williamston,202130,0,0,0,0,0,0,0,6
Robersonville,202130,0,0,0,0,0,0,0,6
Cimarron,202130,0,0,0,0,0,0,0,4
Cyclone,202130,0,0,0,0,0,0,0,4
High Desert,202130,0,0,0,0,0,0,0,3
Princeton,202130,0,0,0,0,1,0,1,4
Skyline,202130,0,0,0,0,0,0,0,3
Yuma,202130,0,1,0,0,0,0,1,3
SPG NC,202129,0,0,0,0,0,0,0,3
SPG VA,202129,0,1,0,0,0,0,1,4
SPG TX,202129,0,0,0,0,0,0,0,3
Deercroft,202129,0,0,0,0,0,0,0,3
Laurel Hill,202129,0,0,0,0,1,0,1,3
Askin,202129,0,0,0,0,1,0,1,6
Williamston,202129,0,1,0,0,0,0,1,6
Robersonville,202129,0,0,0,0,0,0,0,6
Cimarron,202129,0,0,0,0,0,0,0,4
Cyclone,202129,0,0,0,0,0,0,0,4
High Desert,202129,0,0,0,0,0,0,0,3
Princeton,202129,2,0,0,0,1,0,3,4
Skyline,202129,0,0,0,0,1,0,1,3
Yuma,202129,0,0,0,0,0,0,0,2
SPG NC,202128,0,0,0,0,0,0,0,3
SPG VA,202128,0,0,0,0,0,0,0,3
SPG TX,202128,0,0,0,0,0,0,0,3
Deercroft,202128,0,0,0,0,0,0,0,3
Laurel Hill,202128,0,0,0,0,0,0,0,3
Askin,202128,0,0,0,0,0,0,0,6
Williamston,202128,0,0,0,0,0,0,0,6
Robersonville,202128,0,0,0,0,0,0,0,6
Cimarron,202128,0,0,0,0,0,0,0,4
Cyclone,202128,0,0,0,0,0,0,0,3
High Desert,202128,0,0,0,0,0,0,0,2
Princeton,202128,1,0,0,0,0,0,1,4
Skyline,202128,0,0,0,0,0,0,0,3
Yuma,202128,0,0,0,0,0,0,0,2
SPG NC,202127,0,0,0,0,0,0,0,3
SPG VA,202127,0,0,0,0,0,0,0,3
SPG TX,202127,0,0,0,0,0,0,0,3
Deercroft,202127,0,0,0,0,0,0,0,3
Laurel Hill,202127,0,0,0,0,0,0,0,3
Askin,202127,0,0,0,0,0,0,0,6
Williamston,202127,0,0,0,0,0,0,0,6
Robersonville,202127,0,0,1,0,0,0,1,6
Cimarron,202127,0,0,0,0,0,0,0,4
Cyclone,202127,0,0,0,0,0,0,0,3
High Desert,202127,0,0,0,0,0,0,0,2
Princeton,202127,0,0,0,0,0,0,0,4
Skyline,202127,0,0,0,0,0,0,0,3
Yuma,202127,0,0,0,0,0,0,0,2
SPG NC,202126,0,0,0,0,0,0,0,3
SPG VA,202126,0,0,0,0,0,0,0,3
SPG TX,202126,0,0,0,0,0,0,0,3
Deercroft,202126,0,0,0,0,0,0,0,3
Laurel Hill,202126,0,0,0,0,0,0,0,3
Askin,202126,0,0,0,0,0,0,0,6
Williamston,202126,0,0,0,0,0,0,0,6
Robersonville,202126,0,0,0,0,0,0,0,6
Cimarron,202126,0,0,0,0,0,0,0,4
Cyclone,202126,0,0,0,0,0,0,0,4
High Desert,202126,0,0,0,0,0,0,0,3
Princeton,202126,0,0,0,0,0,0,0,5
Skyline,202126,0,0,0,0,0,0,0,3
Yuma,202126,0,1,0,0,0,0,1,2
SPG NC,202125,0,0,0,0,0,0,0,3
SPG VA,202125,0,0,0,0,0,0,0,0
SPG TX,202125,0,0,0,0,0,0,0,3
Deercroft,202125,0,0,0,0,0,0,0,3
Laurel Hill,202125,0,0,0,0,0,0,0,3
Askin,202125,0,0,0,0,0,0,0,6
Williamston,202125,0,0,0,0,0,0,0,6
